product.sku;product_description.name.hu;product.weight;product.weight_class_id;product.image;product_to_category.category_name;product.manufacturer_id;product.product_class_id;attr_values.anyag.hu;attr_values.rogzites.hu;attr_values.csaptipus.hu;attr_values.szemforma.hu;attr_values.osztas;attr_values.belsoheveder;attr_values.gorgoatmero;attr_values.csapatmero;attr_values.csaphossz;attr_values.huvelyatmero;attr_values.fogszam;attr_values.fogedzett.hu;attr_values.kivitel.hu;attr_values.hevederek_szama.hu;attr_values.lanckerektipus.hu;attr_values.feluletkezeles.hu;product_special.price;product_special.date_start;product_special.date_end;product_description.short_description.hu;product.quantity_2;product.alapar;product.tax_class_id;product_description.quantity_name.hu;product_image.image.0;attr_values.huzal_atmero;attr_values.belso_hossz
N-GL-6-12A2;12 A-2 cseh görgőslánc;2.9;Kg.;product/N-GL-2.png;Görgősláncok;Európai;Görgőslánc;Acél;;Tömör;;19,05;12,57;11,91;;;;;;;;;;;;;12A2: 2 soros, 19,05 mm. osztású, 12,57 mm belső hevedertávolságú, 11,91 mm. görgőátmérőjű acél görgőslánc.<p><strong>Figyelem!</strong><br>A termékkép illusztráció, a pontos műszaki tartalmat a cikkszám és a termék megnevezése tartalmazza! Kérdés, kérés esetén hívja munkatársunkat, vagy vegye fel velünk a kapcsolatot!</p>;15.0;10720.0;27.0;m;product/D-GL-2.png;;
N-GL-5-12A3;12 A-3 cseh görgőslánc;4.3;Kg.;product/N-GL-3.png;Görgősláncok;Európai;Görgőslánc;Acél;;Tömör;;19,05;12,57;11,91;;;;;;;;;;;;;12A3: 3 soros, 19,05 mm. osztású, 12,57 mm belső hevedertávolságú, 11,91 mm. görgőátmérőjű acél görgőslánc.<p><strong>Figyelem!</strong><br>A termékkép illusztráció, a pontos műszaki tartalmat a cikkszám és a termék megnevezése tartalmazza! Kérdés, kérés esetén hívja munkatársunkat, vagy vegye fel velünk a kapcsolatot!</p>;98.41;15500.0;27.0;m;product/D-GL-3.png;;
N-GLPSZ-7-12A2;12 A-2 patentszem;0.055;Kg.;product/N-GLPSZ-2.png;Patentszemek;Prémium;Görgőslánc;;;Tömör;Egyenes;19,05;;;5,94;44,4;;;;;;;;;;;12A2: 2 soros rugós lemezes rögzítésű acél patentszem. Osztás: 19,05 mm., csaphosszúság: 44,4 mm., csapátmérő: 5,94 mm.<p><strong>Figyelem!</strong><br>A termékkép illusztráció, a pontos műszaki tartalmat a cikkszám és a termék megnevezése tartalmazza! Kérdés, kérés esetén hívja munkatársunkat, vagy vegye fel velünk a kapcsolatot!</p>;134.0;2597.0;27.0;db;product/D-GLPSZ-2.png;;
N-GLPSZ-5-12A3;12 A-3 cseh patentszem;0.082;Kg.;product/N-GLPSZ-3.png;Patentszemek;Európai;Görgőslánc;;;Tömör;Egyenes;19,05;;;5,94;77,2;;;;;;;;;;;12A3: 3 soros rugós lemezes rögzítésű acél patentszem. Osztás: 19,05 mm., csaphosszúság: 77,2 mm., csapátmérő: 5,94 mm.<p><strong>Figyelem!</strong><br>A termékkép illusztráció, a pontos műszaki tartalmat a cikkszám és a termék megnevezése tartalmazza! Kérdés, kérés esetén hívja munkatársunkat, vagy vegye fel velünk a kapcsolatot!</p>;110.0;1521.0;27.0;db;product/D-GLPSZ-3.png;;
N-GLHOK-5-12A3;12 A-3 cseh hajlított összekötőszem;0.082;Kg.;product/N-GLHOK-3.png;Patentszemek;Európai;Görgőslánc;;;Tömör;Hajlított;19,05;;;5,94;77,2;;;;;;;;;;;12A3: 3 soros sasszeges rögzítésű hajlított patentszem. Osztás: 19,05 mm., csaphosszúság: 77,2 mm., csapátmérő: 5,94 mm.<p><strong>Figyelem!</strong><br>A termékkép illusztráció, a pontos műszaki tartalmat a cikkszám és a termék megnevezése tartalmazza! Kérdés, kérés esetén hívja munkatársunkat, vagy vegye fel velünk a kapcsolatot!</p>;121.0;2329.0;27.0;db;product/D-GLHOK-3.png;;
N-GL-6-12A3;12 A-3 cseh görgőslánc;4.3;Kg.;product/N-GL-3.png;Görgősláncok;Európai;Görgőslánc;Acél;;Tömör;;19,05;12,57;11,91;;;;;;;;;;;;;12A3: 3 soros, 19,05 mm. osztású, 12,57 mm belső hevedertávolságú, 11,91 mm. görgőátmérőjű acél görgőslánc.<p><strong>Figyelem!</strong><br>A termékkép illusztráció, a pontos műszaki tartalmat a cikkszám és a termék megnevezése tartalmazza! Kérdés, kérés esetén hívja munkatársunkat, vagy vegye fel velünk a kapcsolatot!</p>;10.0;15500.0;27.0;m;product/D-GL-3.png;;
N-GL-2-12A3;12 A-3 görgőslánc;4.3;Kg.;product/N-GL-3.png;Görgősláncok;Távol-keleti;Görgőslánc;Acél;;Tömör;;19,05;12,57;11,91;;;;;;;;;;;;;12A3: 3 soros, 19,05 mm. osztású, 12,57 mm belső hevedertávolságú, 11,91 mm. görgőátmérőjű acél görgőslánc.<p><strong>Figyelem!</strong><br>A termékkép illusztráció, a pontos műszaki tartalmat a cikkszám és a termék megnevezése tartalmazza! Kérdés, kérés esetén hívja munkatársunkat, vagy vegye fel velünk a kapcsolatot!</p>;10.0;10831.7;27.0;m;product/D-GL-3.png;;
N-GLPSZ-2-12A3;12 A-3 patentszem;0.08;Kg.;product/N-GLPSZ-3.png;Patentszemek;Távol-keleti;Görgőslánc;;;Tömör;Egyenes;19,05;;;5,94;77,2;;;;;;;;;;;12A3: 3 soros rugós lemezes rögzítésű acél patentszem. Osztás: 19,05 mm., csaphosszúság: 77,2 mm., csapátmérő: 5,94 mm.<p><strong>Figyelem!</strong><br>A termékkép illusztráció, a pontos műszaki tartalmat a cikkszám és a termék megnevezése tartalmazza! Kérdés, kérés esetén hívja munkatársunkat, vagy vegye fel velünk a kapcsolatot!</p>;26.0;1078.0;27.0;db;product/D-GLPSZ-3.png;;
N-GLHOK-2-12A3;12 A-3 hajlított öszekötőszem;0.08;Kg.;product/N-GLHOK-3.png;Patentszemek;Távol-keleti;Görgőslánc;;;Tömör;Hajlított;19,05;;;5,94;77,2;;;;;;;;;;;12A3: 3 soros sasszeges rögzítésű hajlított patentszem. Osztás: 19,05 mm., csaphosszúság: 77,2 mm., csapátmérő: 5,94 mm.<p><strong>Figyelem!</strong><br>A termékkép illusztráció, a pontos műszaki tartalmat a cikkszám és a termék megnevezése tartalmazza! Kérdés, kérés esetén hívja munkatársunkat, vagy vegye fel velünk a kapcsolatot!</p>;44.0;1509.2;27.0;db;product/D-GLHOK-3.png;;
N-GL-4-12A3;12 A-3 görgőslánc;4.3;Kg.;product/N-GL-3.png;Görgősláncok;Európai;Görgőslánc;Acél;;Tömör;;19,05;12,57;11,91;;;;;;;;;;;;;12A3: 3 soros, 19,05 mm. osztású, 12,57 mm belső hevedertávolságú, 11,91 mm. görgőátmérőjű acél görgőslánc.<p><strong>Figyelem!</strong><br>A termékkép illusztráció, a pontos műszaki tartalmat a cikkszám és a termék megnevezése tartalmazza! Kérdés, kérés esetén hívja munkatársunkat, vagy vegye fel velünk a kapcsolatot!</p>;41.24;15500.0;27.0;m;product/D-GL-3.png;;
N-GLHOK-4-12A3;12 A-3 hajlított összekötőszem;0.081;Kg.;product/N-GLHOK-3.png;Patentszemek;Európai;Görgőslánc;;;Tömör;Hajlított;19,05;;;5,94;77,2;;;;;;;;;;;12A3: 3 soros sasszeges rögzítésű hajlított patentszem. Osztás: 19,05 mm., csaphosszúság: 77,2 mm., csapátmérő: 5,94 mm.<p><strong>Figyelem!</strong><br>A termékkép illusztráció, a pontos műszaki tartalmat a cikkszám és a termék megnevezése tartalmazza! Kérdés, kérés esetén hívja munkatársunkat, vagy vegye fel velünk a kapcsolatot!</p>;45.0;2329.0;27.0;db;product/D-GLHOK-3.png;;
N-GLPSZ-4-12A3;12 A-3 patentszem;0.081;Kg.;product/N-GLPSZ-3.png;Patentszemek;Európai;Görgőslánc;;;Tömör;Egyenes;19,05;;;5,94;77,2;;;;;;;;;;;12A3: 3 soros rugós lemezes rögzítésű acél patentszem. Osztás: 19,05 mm., csaphosszúság: 77,2 mm., csapátmérő: 5,94 mm.<p><strong>Figyelem!</strong><br>A termékkép illusztráció, a pontos műszaki tartalmat a cikkszám és a termék megnevezése tartalmazza! Kérdés, kérés esetén hívja munkatársunkat, vagy vegye fel velünk a kapcsolatot!</p>;55.0;1521.0;27.0;db;product/D-GLPSZ-3.png;;
N-GL-4-12A2;12 A-2 görgőslánc;2.9;Kg.;product/N-GL-2.png;Görgősláncok;Európai;Görgőslánc;Acél;;Tömör;;19,05;12,57;11,91;;;;;;;;;;;;;12A2: 2 soros, 19,05 mm. osztású, 12,57 mm belső hevedertávolságú, 11,91 mm. görgőátmérőjű acél görgőslánc.<p><strong>Figyelem!</strong><br>A termékkép illusztráció, a pontos műszaki tartalmat a cikkszám és a termék megnevezése tartalmazza! Kérdés, kérés esetén hívja munkatársunkat, vagy vegye fel velünk a kapcsolatot!</p>;257.17;10720.0;27.0;m;product/D-GL-2.png;;
N-GLPSZ-4-12A2;12 A-2 patentszem;0.055;Kg.;product/N-GLPSZ-2.png;Patentszemek;Európai;Görgőslánc;;;Tömör;Egyenes;19,05;;;5,94;44,4;;;;;;;;;;;12A2: 2 soros rugós lemezes rögzítésű acél patentszem. Osztás: 19,05 mm., csaphosszúság: 44,4 mm., csapátmérő: 5,94 mm.<p><strong>Figyelem!</strong><br>A termékkép illusztráció, a pontos műszaki tartalmat a cikkszám és a termék megnevezése tartalmazza! Kérdés, kérés esetén hívja munkatársunkat, vagy vegye fel velünk a kapcsolatot!</p>;266.0;990.0;27.0;db;product/D-GLPSZ-2.png;;
N-GLHOK-4-12A2;12 A-2 hajlított összekötőszem;0.055;Kg.;product/N-GLHOK-2.png;Patentszemek;Európai;Görgőslánc;;;Tömör;Hajlított;19,05;;;5,94;44,4;;;;;;;;;;;12A2: 2 soros sasszeges rögzítésű hajlított patentszem. Osztás: 19,05 mm., csaphosszúság: 44,4 mm., csapátmérő: 5,94 mm.<p><strong>Figyelem!</strong><br>A termékkép illusztráció, a pontos műszaki tartalmat a cikkszám és a termék megnevezése tartalmazza! Kérdés, kérés esetén hívja munkatársunkat, vagy vegye fel velünk a kapcsolatot!</p>;81.0;2182.0;27.0;db;product/D-GLHOK-2.png;;
N-GLHOK-1-12A2;12 A-2 hajlított összekötőszem;0.55;Kg.;product/N-GLHOK-2.png;Patentszemek;Távol-keleti;Görgőslánc;;;Tömör;Hajlított;19,05;;;5,94;44,4;;;;;;;;;;;12A2: 2 soros sasszeges rögzítésű hajlított patentszem. Osztás: 19,05 mm., csaphosszúság: 44,4 mm., csapátmérő: 5,94 mm.<p><strong>Figyelem!</strong><br>A termékkép illusztráció, a pontos műszaki tartalmat a cikkszám és a termék megnevezése tartalmazza! Kérdés, kérés esetén hívja munkatársunkat, vagy vegye fel velünk a kapcsolatot!</p>;98.0;700.7;27.0;db;product/D-GLHOK-2.png;;
N-GLPSZ-1-12A2;12 A-2 patentszem;0.055;Kg.;product/N-GLPSZ-2.png;Patentszemek;Távol-keleti;Görgőslánc;;;Tömör;Egyenes;19,05;;;5,94;44,4;;;;;;;;;;;12A2: 2 soros rugós lemezes rögzítésű acél patentszem. Osztás: 19,05 mm., csaphosszúság: 44,4 mm., csapátmérő: 5,94 mm.<p><strong>Figyelem!</strong><br>A termékkép illusztráció, a pontos műszaki tartalmat a cikkszám és a termék megnevezése tartalmazza! Kérdés, kérés esetén hívja munkatársunkat, vagy vegye fel velünk a kapcsolatot!</p>;258.0;500.5;27.0;db;product/D-GLPSZ-2.png;;
N-GL-1-12A2;12 A-2 görgőslánc;2.9;Kg.;product/N-GL-2.png;Görgősláncok;Távol-keleti;Görgőslánc;Acél;;Tömör;;19,05;12,57;11,91;;;;;;;;;;;;;12A2: 2 soros, 19,05 mm. osztású, 12,57 mm belső hevedertávolságú, 11,91 mm. görgőátmérőjű acél görgőslánc.<p><strong>Figyelem!</strong><br>A termékkép illusztráció, a pontos műszaki tartalmat a cikkszám és a termék megnevezése tartalmazza! Kérdés, kérés esetén hívja munkatársunkat, vagy vegye fel velünk a kapcsolatot!</p>;240.0;5029.2;27.0;m;product/D-GL-2.png;;
N-GL-2-12A2;12 A-2 görgőslánc;2.9;Kg.;product/N-GL-2.png;Görgősláncok;Távol-keleti;Görgőslánc;Acél;;Tömör;;19,05;12,57;11,91;;;;;;;;;;;;;12A2: 2 soros, 19,05 mm. osztású, 12,57 mm belső hevedertávolságú, 11,91 mm. görgőátmérőjű acél görgőslánc.<p><strong>Figyelem!</strong><br>A termékkép illusztráció, a pontos műszaki tartalmat a cikkszám és a termék megnevezése tartalmazza! Kérdés, kérés esetén hívja munkatársunkat, vagy vegye fel velünk a kapcsolatot!</p>;160.0;5029.2;27.0;m;product/D-GL-2.png;;
N-GL-3-12A2;12 A-2 görgőslánc;2.9;Kg.;product/N-GL-2.png;Görgősláncok;Távol-keleti;Görgőslánc;Acél;;Tömör;;19,05;12,57;11,91;;;;;;;;;;;;;12A2: 2 soros, 19,05 mm. osztású, 12,57 mm belső hevedertávolságú, 11,91 mm. görgőátmérőjű acél görgőslánc.<p><strong>Figyelem!</strong><br>A termékkép illusztráció, a pontos műszaki tartalmat a cikkszám és a termék megnevezése tartalmazza! Kérdés, kérés esetén hívja munkatársunkat, vagy vegye fel velünk a kapcsolatot!</p>;5.0;5029.0;27.0;m;product/D-GL-2.png;;
N-SSGL-2-10B2;10 B-2 SS görgőslánc;1.85;Kg.;product/N-SSGL-2.png;Görgősláncok;Távol-keleti;Görgőslánc;;;Tömör;;15,875;9,65;10,16;;;;;;;;;;;;;10B2: 2 soros, 15,875 mm. osztású, 9,65 mm belső hevedertávolságú, 10,16 mm. görgőátmérőjű rozsdamentes görgőslánc.<p><strong>Figyelem!</strong><br>A termékkép illusztráció, a pontos műszaki tartalmat a cikkszám és a termék megnevezése tartalmazza! Kérdés, kérés esetén hívja munkatársunkat, vagy vegye fel velünk a kapcsolatot!</p>;20.0;19886.0;27.0;m;product/D-SSGL-2.png;;
N-SSGL-3-10B2;10 B-2 SS görgőslánc;1.85;Kg.;product/N-SSGL-2.png;Görgősláncok;Távol-keleti;Görgőslánc;;;Tömör;;15,875;9,65;10,16;;;;;;;;;;;;;10B2: 2 soros, 15,875 mm. osztású, 9,65 mm belső hevedertávolságú, 10,16 mm. görgőátmérőjű rozsdamentes görgőslánc.<p><strong>Figyelem!</strong><br>A termékkép illusztráció, a pontos műszaki tartalmat a cikkszám és a termék megnevezése tartalmazza! Kérdés, kérés esetén hívja munkatársunkat, vagy vegye fel velünk a kapcsolatot!</p>;24.43;19886.0;27.0;m;product/D-SSGL-2.png;;
N-SSGL-1-10B2;10 B-2 SS görgőslánc;1.85;Kg.;product/N-SSGL-2.png;Görgősláncok;Távol-keleti;Görgőslánc;;;Tömör;;15,875;9,65;10,16;;;;;;;;;;;;;10B2: 2 soros, 15,875 mm. osztású, 9,65 mm belső hevedertávolságú, 10,16 mm. görgőátmérőjű rozsdamentes görgőslánc.<p><strong>Figyelem!</strong><br>A termékkép illusztráció, a pontos műszaki tartalmat a cikkszám és a termék megnevezése tartalmazza! Kérdés, kérés esetén hívja munkatársunkat, vagy vegye fel velünk a kapcsolatot!</p>;30.0;19886.0;27.0;m;product/D-SSGL-2.png;;
N-SSGLPSZ-2-10B2;10 B-2 SS patentszem;0.029;Kg.;product/N-SSGLPSZ-2.png;Patentszemek;Távol-keleti;Görgőslánc;;;Tömör;Egyenes;15,875;;;5,08;40,3;;;;;;;;;;;10B2: 2 soros rugós lemezes rögzítésű rozsdamentes patentszem. Osztás: 15,875 mm., csaphosszúság: 40,3 mm., csapátmérő: 5,08 mm.<p><strong>Figyelem!</strong><br>A termékkép illusztráció, a pontos műszaki tartalmat a cikkszám és a termék megnevezése tartalmazza! Kérdés, kérés esetén hívja munkatársunkat, vagy vegye fel velünk a kapcsolatot!</p>;30.0;2251.0;27.0;db;product/D-SSGLPSZ-2.png;;
N-SSGLPSZ-3-10B2;10 B-2 SS patentszem;0.029;Kg.;product/N-SSGLPSZ-2.png;Patentszemek;Távol-keleti;Görgőslánc;;;Tömör;Egyenes;15,875;;;5,08;40,3;;;;;;;;;;;10B2: 2 soros rugós lemezes rögzítésű rozsdamentes patentszem. Osztás: 15,875 mm., csaphosszúság: 40,3 mm., csapátmérő: 5,08 mm.<p><strong>Figyelem!</strong><br>A termékkép illusztráció, a pontos műszaki tartalmat a cikkszám és a termék megnevezése tartalmazza! Kérdés, kérés esetén hívja munkatársunkat, vagy vegye fel velünk a kapcsolatot!</p>;4.0;2251.0;27.0;db;product/D-SSGLPSZ-2.png;;
N-SSGLHOK-3-10B2;10 B-2 SS hajlított összekötőszem;0.029;Kg.;product/N-SSGLHOK-2.png;Patentszemek;Távol-keleti;Görgőslánc;;;Tömör;Hajlított;15,875;;;5,08;40,3;;;;;;;;;;;10B2: 2 soros sasszeges rögzítésű rozsdamentes patentszem. Osztás: 15,875 mm., csaphosszúság: 40,3 mm., csapátmérő: 5,08 mm.<p><strong>Figyelem!</strong><br>A termékkép illusztráció, a pontos műszaki tartalmat a cikkszám és a termék megnevezése tartalmazza! Kérdés, kérés esetén hívja munkatársunkat, vagy vegye fel velünk a kapcsolatot!</p>;22.0;3919.0;27.0;db;product/N-SSGLHOK-2.png;;
N-SSGL-3-08A2;08 A-2 SS görgőslánc;1.2;Kg.;product/N-SSGL-2.png;Görgősláncok;Távol-keleti;Görgőslánc;;;Tömör;;12,7;7,85;7,95;;;;;;;;;;;;;08A2: 2 soros, 12,7 mm. osztású, 7,85 mm belső hevedertávolságú, 7,95 mm. görgőátmérőjű rozsdamentes görgőslánc.<p><strong>Figyelem!</strong><br>A termékkép illusztráció, a pontos műszaki tartalmat a cikkszám és a termék megnevezése tartalmazza! Kérdés, kérés esetén hívja munkatársunkat, vagy vegye fel velünk a kapcsolatot!</p>;60.0;16883.0;27.0;m;product/D-SSGL-2.png;;
N-SSGLPSZ-3-08A2;08 A-2 SS patentszem;0.015;Kg.;product/N-SSGLPSZ-2.png;Patentszemek;Távol-keleti;Görgőslánc;;;Tömör;Egyenes;12,7;;;3,96;36,2;;;;;;;;;;;08A2: 2 soros rugós lemezes rögzítésű rozsdamentes patentszem. Osztás: 12,7 mm., csaphosszúság: 36,2 mm., csapátmérő: 3,96 mm.<p><strong>Figyelem!</strong><br>A termékkép illusztráció, a pontos műszaki tartalmat a cikkszám és a termék megnevezése tartalmazza! Kérdés, kérés esetén hívja munkatársunkat, vagy vegye fel velünk a kapcsolatot!</p>;358.0;1254.0;27.0;db;product/D-SSGLPSZ-2.png;;
N-SSGLHOK-3-08A2;08 A-2 SS hajlított összekötőszem;0.015;Kg.;product/N-SSGLHOK-2.png;Patentszemek;Távol-keleti;Görgőslánc;;;Tömör;Hajlított;12,7;;;3,96;36,2;;;;;;;;;;;08A2: 2 soros sasszeges rögzítésű rozsdamentes patentszem. Osztás: 12,7 mm., csaphosszúság: 36,2 mm., csapátmérő: 3,96 mm.<p><strong>Figyelem!</strong><br>A termékkép illusztráció, a pontos műszaki tartalmat a cikkszám és a termék megnevezése tartalmazza! Kérdés, kérés esetén hívja munkatársunkat, vagy vegye fel velünk a kapcsolatot!</p>;126.0;2302.0;27.0;db;product/N-SSGLHOK-2.png;;
N-SSGL-2-08A2;08 A-2 SS görgőslánc;1.2;Kg.;product/N-SSGL-2.png;Görgősláncok;Távol-keleti;Görgőslánc;;;Tömör;;12,7;7,85;7,95;;;;;;;;;;;;;08A2: 2 soros, 12,7 mm. osztású, 7,85 mm belső hevedertávolságú, 7,95 mm. görgőátmérőjű rozsdamentes görgőslánc.<p><strong>Figyelem!</strong><br>A termékkép illusztráció, a pontos műszaki tartalmat a cikkszám és a termék megnevezése tartalmazza! Kérdés, kérés esetén hívja munkatársunkat, vagy vegye fel velünk a kapcsolatot!</p>;30.0;16883.0;27.0;m;product/D-SSGL-2.png;;
N-SSGLHOK-2-08A2;08 A-2 SS hajlított összekötőszem;0.015;Kg.;product/N-SSGLHOK-2.png;Patentszemek;Távol-keleti;Görgőslánc;;;Tömör;Hajlított;12,7;;;3,96;36,2;;;;;;;;;;;08A2: 2 soros sasszeges rögzítésű rozsdamentes patentszem. Osztás: 12,7 mm., csaphosszúság: 36,2 mm., csapátmérő: 3,96 mm.<p><strong>Figyelem!</strong><br>A termékkép illusztráció, a pontos műszaki tartalmat a cikkszám és a termék megnevezése tartalmazza! Kérdés, kérés esetén hívja munkatársunkat, vagy vegye fel velünk a kapcsolatot!</p>;;2302.0;27.0;db;product/N-SSGLHOK-2.png;;
N-SSGL-2-10B1;10 B-1 SS görgőslánc;0.95;Kg.;product/N-SSGL-1.png;Görgősláncok;Távol-keleti;Görgőslánc;;;Tömör;;15,875;9,65;10,16;;;;;;;;;;;;;10B1: 1 soros, 15,875 mm. osztású, 9,65 mm belső hevedertávolságú, 10,16 mm. görgőátmérőjű rozsdamentes görgőslánc.<p><strong>Figyelem!</strong><br>A termékkép illusztráció, a pontos műszaki tartalmat a cikkszám és a termék megnevezése tartalmazza! Kérdés, kérés esetén hívja munkatársunkat, vagy vegye fel velünk a kapcsolatot!</p>;30.0;9942.0;27.0;m;product/D-SSGL-1.png;;
N-SSGL-1-10B1;10 B-1 SS görgőslánc;0.95;Kg.;product/N-SSGL-1.png;Görgősláncok;Távol-keleti;Görgőslánc;;;Tömör;;15,875;9,65;10,16;;;;;;;;;;;;;10B1: 1 soros, 15,875 mm. osztású, 9,65 mm belső hevedertávolságú, 10,16 mm. görgőátmérőjű rozsdamentes görgőslánc.<p><strong>Figyelem!</strong><br>A termékkép illusztráció, a pontos műszaki tartalmat a cikkszám és a termék megnevezése tartalmazza! Kérdés, kérés esetén hívja munkatársunkat, vagy vegye fel velünk a kapcsolatot!</p>;66.0;9942.0;27.0;m;product/D-SSGL-1.png;;
N-SSGL-3-10B1;10 B-1 SS görgőslánc;0.95;Kg.;product/N-SSGL-1.png;Görgősláncok;Távol-keleti;Görgőslánc;;;Tömör;;15,875;9,65;10,16;;;;;;;;;;;;;10B1: 1 soros, 15,875 mm. osztású, 9,65 mm belső hevedertávolságú, 10,16 mm. görgőátmérőjű rozsdamentes görgőslánc.<p><strong>Figyelem!</strong><br>A termékkép illusztráció, a pontos műszaki tartalmat a cikkszám és a termék megnevezése tartalmazza! Kérdés, kérés esetén hívja munkatársunkat, vagy vegye fel velünk a kapcsolatot!</p>;5.4;9942.0;27.0;m;product/D-SSGL-1.png;;
N-GLHOK-6-208B1;208 B-1 nyújtott osztású cseh hajlított összekötőszem;0.011;Kg.;product/N-GLHOK-1.png;Patentszemek;Európai;Görgőslánc;;;Tömör;Hajlított;25,4;;;4,45;18,2;;;;;;;;;;;208B1: 1 soros sasszeges rögzítésű hajlított patentszem. Osztás: 25,4 mm., csaphosszúság: 18,2 mm., csapátmérő: 4,45 mm.<p><strong>Figyelem!</strong><br>A termékkép illusztráció, a pontos műszaki tartalmat a cikkszám és a termék megnevezése tartalmazza! Kérdés, kérés esetén hívja munkatársunkat, vagy vegye fel velünk a kapcsolatot!</p>;27.0;646.8;27.0;db;product/D-GLHOK-1.png;;
N-GLHOK-3-208B-1;208 B-1 nyújtott osztású hajlított összekötőszem;0.011;Kg.;;;Távol-keleti;;;;;;;;;;;;;;;;;;;;;<p><strong>Figyelem!</strong><br>A termékkép illusztráció, a pontos műszaki tartalmat a cikkszám és a termék megnevezése tartalmazza! Kérdés, kérés esetén hívja munkatársunkat, vagy vegye fel velünk a kapcsolatot!</p>;50.0;646.8;27.0;db;;;
N-GLHOK-4-208B1;208 B-1 nyújtott osztású hajlított összekötőszem;0.011;Kg.;product/N-GLHOK-1.png;Patentszemek;Európai;Görgőslánc;;;Tömör;Hajlított;25,4;;;4,45;18,2;;;;;;;;;;;208B1: 1 soros sasszeges rögzítésű hajlított patentszem. Osztás: 25,4 mm., csaphosszúság: 18,2 mm., csapátmérő: 4,45 mm.<p><strong>Figyelem!</strong><br>A termékkép illusztráció, a pontos műszaki tartalmat a cikkszám és a termék megnevezése tartalmazza! Kérdés, kérés esetén hívja munkatársunkat, vagy vegye fel velünk a kapcsolatot!</p>;231.0;646.8;27.0;db;product/D-GLHOK-1.png;;
N-GL-6-0811;081-1 cseh görgőslánc;0.28;Kg.;product/N-GL-1.png;Görgősláncok;Európai;Görgőslánc;Acél;;Tömör;;12,7;3,3;7,75;;;;;;;;;;;;;0811: 1 soros, 12,7 mm. osztású, 3,3 mm belső hevedertávolságú, 7,75 mm. görgőátmérőjű acél görgőslánc.<p><strong>Figyelem!</strong><br>A termékkép illusztráció, a pontos műszaki tartalmat a cikkszám és a termék megnevezése tartalmazza! Kérdés, kérés esetén hívja munkatársunkat, vagy vegye fel velünk a kapcsolatot!</p>;492.6;1858.0;27.0;m;product/D-GL-1.png;;
N-GLPSZ-6-0811;081-1 cseh patentszem;0.0035;Kg.;product/N-GLPSZ-1.png;Patentszemek;Európai;Görgőslánc;;;Tömör;Egyenes;12,7;;;3,66;11,7;;;;;;;;;;;0811: 1 soros rugós lemezes rögzítésű acél patentszem. Osztás: 12,7 mm., csaphosszúság: 11,7 mm., csapátmérő: 3,66 mm.<p><strong>Figyelem!</strong><br>A termékkép illusztráció, a pontos műszaki tartalmat a cikkszám és a termék megnevezése tartalmazza! Kérdés, kérés esetén hívja munkatársunkat, vagy vegye fel velünk a kapcsolatot!</p>;190.0;192.0;27.0;db;product/D-GLPSZ-1.png;;
